Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,13.690602,13.757854,13.594527,13.623349,5.118684,8244257
2000-01-04,13.450416,13.536882,13.219837,13.267874,4.985120,8522096
2000-01-05,13.142977,13.210230,12.912399,12.970044,4.873218,12159826
2000-01-06,12.970044,12.970044,12.970044,12.970044,4.873218,0
2000-01-07,13.248659,13.248659,12.998866,13.133370,4.934586,62261944
2000-01-10,13.277482,13.277482,12.902791,12.922006,4.855169,58740351
2000-01-11,12.873969,12.893184,12.537709,12.662605,4.757704,6761292
2000-01-12,12.643391,12.643391,12.393597,12.518494,4.742165,8266754
2000-01-13,12.489672,12.537709,12.105374,12.211056,4.625702,9372669
2000-01-14,12.297523,12.480064,12.230271,12.451242,4.716690,8538333
2000-01-17,12.537709,12.537709,12.307130,12.335952,4.673016,6825078
2000-01-18,12.307130,12.326345,11.942047,12.076552,4.574751,9698972
2000-01-19,11.855580,12.057337,11.817151,12.057337,4.567473,13027455
2000-01-20,12.105374,12.163019,11.922833,12.038122,4.560193,9459285
2000-01-21,11.942047,12.009300,11.749899,11.788328,4.465569,6786146
2000-01-24,12.047729,12.047729,11.817151,11.845973,4.487405,5863878
2000-01-25,11.836366,12.259093,11.797936,12.105374,4.585669,9429700
2000-01-26,12.297523,12.537709,12.153411,12.480064,4.727605,9120798
2000-01-27,12.614568,13.114155,12.547316,12.970044,4.913218,13662088
2000-01-28,13.171800,13.171800,12.585746,12.922006,4.895020,16119882
2000-01-31,12.931614,12.979651,12.585746,12.729858,4.822233,9868382
2000-02-01,12.902791,13.008473,12.691428,12.902791,4.887739,9530743
2000-02-02,12.931614,12.931614,12.672213,12.864362,4.873184,7648463
2000-02-03,12.893184,13.114155,12.691428,12.970044,4.913218,7766488
2000-02-04,13.114155,13.114155,12.729858,12.777895,4.840430,10516943
2000-02-07,12.806717,12.854754,12.508886,12.537709,4.749444,8135156
2000-02-08,12.528101,13.018081,12.383990,13.018081,4.931413,13714517
2000-02-09,13.066118,13.066118,12.652998,12.701035,4.811314,9070278
2000-02-10,12.585746,12.681820,12.489672,12.508886,4.738524,8404876
2000-02-11,12.528101,13.623349,12.297523,13.469630,5.102467,24338356
2000-02-14,14.411160,16.178928,14.026862,15.035643,5.695692,59647471
2000-02-15,15.275829,15.275829,14.593701,14.651346,5.550117,23093519
2000-02-16,14.699383,14.939569,14.564879,14.708990,5.571955,19374515
2000-02-17,14.574486,14.843494,14.574486,14.708990,5.571955,10019217
2000-02-18,14.660953,14.795457,14.526449,14.728205,5.579232,13772503
2000-02-21,14.411160,14.699383,14.411160,14.641738,5.546478,10726790
2000-02-22,14.411160,14.603308,14.411160,14.439982,5.470051,14620960
2000-02-23,14.449589,14.872317,14.439982,14.833887,5.619266,14342436
2000-02-24,14.891532,15.295044,14.795457,15.054858,5.702973,17306014
2000-02-25,15.083680,15.256614,15.026036,15.083680,5.713891,10362673
2000-02-28,14.853102,14.891532,14.584093,14.747420,5.586509,7457895
2000-02-29,14.824279,14.862709,14.507234,14.507234,5.495525,8498634
2000-03-01,14.555271,14.689775,14.420767,14.651346,5.550117,9312142
2000-03-02,14.651346,14.680168,14.315085,14.593701,5.528278,7597565
2000-03-03,14.651346,14.651346,14.372730,14.651346,5.550117,7755245
2000-03-06,14.891532,15.083680,14.459197,14.689775,5.564675,11462949
2000-03-07,14.622523,14.814672,14.516841,14.680168,5.561035,9774752
2000-03-08,14.593701,14.843494,14.468804,14.795457,5.604708,8594927
2000-03-09,14.795457,14.795457,14.536056,14.728205,5.579232,9151090
2000-03-10,14.728205,14.833887,14.343907,14.439982,5.470051,11147673
2000-03-13,null,null,null,null,null,null
2000-03-14,14.199796,14.199796,13.950002,14.199796,5.379063,6665918
