Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,48.910336,48.910336,46.088585,46.558876,23.046873,10681615
2000-01-04,46.511845,46.511845,44.442562,44.442562,21.999287,6692841
2000-01-05,43.972271,46.370758,41.573784,43.737125,21.650101,10202365
2000-01-06,43.737125,43.737125,43.737125,43.737125,21.650101,0
2000-01-07,43.266834,44.009895,42.608425,43.511387,21.551506,55484769
2000-01-10,44.207417,44.677708,43.153965,44.207417,21.896246,53936713
2000-01-11,44.771767,48.440041,44.226231,47.640545,23.596699,14066988
2000-01-12,47.311340,51.167732,46.812832,48.910336,24.225637,12765349
2000-01-13,49.662800,56.246883,49.004391,55.494415,27.486752,23006440
2000-01-14,55.494415,61.137917,54.553833,58.316166,28.884409,13895578
2000-01-17,59.162693,64.665108,59.162693,63.442345,31.423450,19562434
2000-01-18,65.840836,72.942238,63.912640,69.415054,34.381767,32755682
2000-01-19,69.415054,69.415054,59.256752,61.326035,30.375231,18431646
2000-01-20,63.865608,64.900253,55.964710,60.150307,29.792871,25381775
2000-01-21,61.137917,63.959667,56.199856,63.113140,31.260393,27971949
2000-01-24,63.959667,64.618073,62.548794,63.207199,31.306967,7638637
2000-01-25,62.548794,64.006699,61.796326,63.066113,31.237101,10480118
2000-01-26,64.335899,65.934891,63.348289,64.806190,32.098961,11732585
2000-01-27,65.699745,66.075981,63.301258,63.489376,31.446726,8969938
2000-01-28,65.840836,65.840836,62.078503,63.771549,31.586504,9684442
2000-01-31,62.736908,63.724522,59.256752,59.256752,29.350290,7705803
2000-02-01,59.256752,60.667625,57.328556,58.222111,28.837811,9395605
2000-02-02,58.551311,60.808712,57.563702,60.667625,30.049107,8205997
2000-02-03,61.137917,64.194817,60.808712,63.912640,31.656380,10646717
2000-02-04,63.912640,64.053726,60.808712,62.642853,31.027443,7984459
2000-02-07,62.736908,63.630463,59.821102,59.821102,29.629812,6873101
2000-02-08,60.197334,63.912640,59.727043,63.818581,31.609797,10189394
2000-02-09,63.959667,65.511627,63.066113,64.618073,32.005791,8483565
2000-02-10,63.959667,64.618073,63.583435,64.429962,31.912613,3858243
2000-02-11,64.618073,69.838310,64.147781,64.900253,32.145550,20041977
2000-02-14,63.442345,64.429962,60.197334,62.078503,30.747917,17014387
2000-02-15,63.160172,63.160172,59.821102,59.915157,29.676405,4498936
2000-02-16,60.667625,61.796326,57.845875,58.316166,28.884409,10958598
2000-02-17,58.786461,61.608208,58.504284,60.996830,30.212168,5640170
2000-02-18,61.608208,62.925026,60.338421,62.548794,30.980869,7810179
2000-02-21,63.019085,63.254230,60.432480,63.160172,31.283691,6120563
2000-02-22,63.254230,64.429962,62.219589,63.818581,31.609797,12414636
2000-02-23,64.241844,66.734390,63.066113,66.593300,32.984123,7783653
2000-02-24,66.687363,66.875473,64.759163,65.323509,32.355198,11657340
2000-02-25,64.712135,67.110619,64.571045,65.887863,32.634731,12529697
2000-02-28,65.746773,65.840836,61.561180,61.561180,30.491688,8085381
2000-02-29,63.019085,63.019085,61.608208,61.655239,30.538288,4659741
2000-03-01,62.548794,62.877995,59.868130,60.432480,29.932646,7502418
2000-03-02,61.137917,62.031471,59.821102,60.385452,29.909344,14279914
2000-03-03,61.137917,61.420094,58.410225,59.162693,29.303694,11366270
2000-03-06,60.620598,60.620598,58.316166,58.363197,28.907703,7985018
2000-03-07,58.739429,62.642853,58.410225,61.137917,30.282043,12506467
2000-03-08,60.667625,63.113140,60.526539,61.796326,30.608164,7264427
2000-03-09,61.796326,62.078503,59.350807,60.197334,29.816166,11029564
2000-03-10,61.137917,61.137917,58.269138,58.316166,28.884409,13460024
2000-03-13,58.316166,58.316166,58.316166,58.316166,28.884409,0
2000-03-14,58.316166,61.137917,57.939934,59.821102,29.629812,13833861
2000-03-15,59.632984,60.902771,58.551311,59.821102,29.629812,11630495
2000-03-16,60.150307,60.667625,58.692402,59.538925,29.490055,6206972
2000-03-17,60.667625,60.808712,58.786461,59.021606,29.233824,6743953
2000-03-20,58.786461,59.256752,57.939934,58.033993,28.744654,7661415
2000-03-21,58.033993,59.727043,56.435001,59.680012,29.559931,12060414
2000-03-22,59.727043,60.385452,58.269138,59.256752,29.350290,7450961
2000-03-23,58.504284,61.702267,58.222111,61.655239,30.538288,7097722
2000-03-24,61.890385,64.429962,60.667625,64.382927,31.889322,18925515
2000-03-27,63.771549,65.652718,63.536404,64.006699,31.702980,14258465
2000-03-28,63.677490,64.853218,63.583435,64.147781,31.772865,4155346
2000-03-29,63.489376,67.251709,63.489376,67.063591,33.217072,15146982
2000-03-30,65.840836,67.722000,63.959667,63.959667,31.679678,11275927
2000-03-31,62.925026,63.583435,61.373062,61.984444,30.701342,40356471
2000-04-03,61.702267,62.925026,59.632984,59.680012,29.573036,39205563
2000-04-04,59.680012,62.454735,59.209721,59.585957,29.526426,7023779
2000-04-05,60.855743,60.855743,58.786461,59.727043,29.596338,9701824
2000-04-06,60.291393,61.137917,58.880516,60.385452,29.922604,8377753
2000-04-07,61.137917,62.501762,59.632984,61.843353,30.645035,6751634
2000-04-10,61.608208,62.266617,60.620598,60.855743,30.155640,6966341
2000-04-11,60.385452,61.326035,59.021606,59.256752,29.363308,6743129
2000-04-12,59.256752,59.680012,57.845875,58.128052,28.804003,13639461
2000-04-13,58.410225,59.962189,58.410225,59.727043,29.596338,6452033
2000-04-14,58.316166,59.397839,53.331074,54.553833,27.032867,39653157
2000-04-17,51.732082,52.202374,49.380627,51.873173,25.704536,20810649
2000-04-18,54.177601,54.177601,48.345985,49.756859,24.655846,26461663
2000-04-19,51.261791,51.355850,49.568741,50.321209,24.935499,19171028
2000-04-20,50.462296,51.355850,50.321209,51.355850,25.448198,11604314
2000-04-21,51.355850,51.355850,51.355850,51.355850,25.448198,0
2000-04-24,51.355850,51.355850,51.355850,51.355850,25.448198,0
2000-04-25,51.732082,52.390491,48.345985,49.615772,24.585932,15618206
2000-04-26,49.850918,50.227150,49.474686,49.850918,24.702452,11304872
2000-04-27,49.850918,50.274181,47.969749,47.969749,23.770292,8121661
2000-04-28,48.910336,50.039036,48.534100,49.051422,24.306280,4966997
2000-05-01,49.051422,49.051422,49.051422,49.051422,24.306280,0
2000-05-02,49.850918,51.967232,49.615772,51.402882,25.471495,11451563
2000-05-03,51.214764,52.672668,50.368237,50.368237,24.958813,8344608
2000-05-04,50.321209,51.826141,49.662800,51.826141,25.681231,15371046
2000-05-05,52.343464,54.553833,51.732082,53.142960,26.333754,13366465
2000-05-08,53.142960,53.942455,52.437523,52.625637,26.077408,16579072
2000-05-09,52.625637,52.625637,52.625637,52.625637,26.077408,0
2000-05-10,51.685055,52.155346,49.380627,49.380627,24.469416,5054682
2000-05-11,49.427654,49.850918,48.769245,49.380627,24.469416,8644263
2000-05-12,50.227150,51.779114,49.380627,51.167732,25.354973,8389952
2000-05-15,51.167732,52.343464,49.709831,50.979618,25.261768,8413900
2000-05-16,51.685055,51.920200,50.368237,50.885559,25.215151,7244653
2000-05-17,51.026646,51.073673,49.380627,49.380627,24.469416,8281403
2000-05-18,49.662800,50.368237,49.474686,49.850918,24.702452,7776663
2000-05-19,50.133091,50.133091,47.029167,47.969749,23.770292,8173411
2000-05-22,47.969749,48.298954,46.088585,46.276699,22.931339,5029006
2000-05-23,47.922722,47.969749,46.464817,46.652935,23.117779,3490413
2000-05-24,47.019760,47.969749,46.558876,47.264313,23.420729,3939124
2000-05-25,47.593517,48.345985,45.571262,45.637104,22.614405,8933498
2000-05-26,45.524235,45.524235,42.608425,42.796543,21.206827,16021865
2000-05-29,43.266834,43.266834,41.291611,43.144558,21.379280,17962549
