Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,25.557217,25.893366,24.519110,24.716843,8.835913,13579848
2000-01-04,24.469675,24.786051,23.283266,23.698509,8.471875,15091975
2000-01-05,22.749384,23.214060,22.433006,22.591194,8.076022,16630986
2000-01-06,22.591194,22.591194,22.591194,22.591194,8.076022,0
2000-01-07,22.640629,22.680176,22.264933,22.630741,8.090161,17595592
2000-01-10,23.698509,23.698509,23.045984,23.312927,8.334033,11308250
2000-01-11,23.678736,23.678736,22.986664,23.332701,8.341104,12123958
2000-01-12,23.055870,23.619415,22.779043,22.788931,8.146712,18074556
2000-01-13,23.728170,26.199854,23.579868,24.173073,8.641524,39018978
2000-01-14,24.222506,25.112312,23.925903,24.914577,8.906598,37773067
2000-01-17,25.606649,26.901812,25.408915,26.348154,9.419082,28658816
2000-01-18,26.842491,27.465357,26.150419,26.199854,9.366068,27540490
2000-01-19,26.002119,26.615097,25.834045,26.002119,9.295381,17701875
2000-01-20,25.903252,26.170195,25.270500,25.349594,9.062110,18233527
2000-01-21,24.904692,25.339708,24.617975,24.954124,8.920738,18082962
2000-01-24,24.914577,25.438576,24.568542,24.815710,8.871257,15023064
2000-01-25,24.410355,24.608089,23.975338,24.113752,8.620315,15968604
2000-01-26,24.370808,24.904692,24.202732,24.904692,8.903065,20536096
2000-01-27,25.359482,26.733738,25.132086,26.189966,9.362531,25442002
2000-01-28,26.496456,26.694191,25.656082,26.051554,9.313051,18460639
2000-01-31,25.606649,26.091101,25.211180,25.606649,9.154007,17079021
2000-02-01,25.715405,26.743626,25.616535,26.565662,9.496841,19993693
2000-02-02,26.595324,27.821280,26.377815,27.455469,9.814932,21607501
2000-02-03,27.672977,28.622105,27.495016,28.523237,10.196642,20348158
2000-02-04,28.671537,29.610779,28.661652,28.869272,10.320348,17649745
2000-02-07,28.908819,29.462477,28.285955,28.285955,10.111815,16309090
2000-02-08,28.622105,29.502024,28.473804,29.017574,10.373363,13979970
2000-02-09,29.215309,31.331072,29.185650,30.352283,10.850505,22322055
2000-02-10,29.857946,31.123449,29.808514,30.312737,10.836364,22227939
2000-02-11,30.955376,31.578239,30.708206,31.578239,11.288763,16819036
2000-02-14,31.686993,32.033028,30.905941,31.153109,11.136784,16445950
2000-02-15,31.044355,31.153109,29.867834,29.907381,10.691452,15080465
2000-02-16,30.154549,30.342398,28.819839,29.363609,10.497066,26510302
2000-02-17,29.363609,29.798626,28.473804,29.116442,10.408705,12978426
2000-02-18,29.165874,29.729420,29.067007,29.235083,10.451117,14424677
2000-02-21,28.473804,28.849501,28.206861,28.454029,10.171902,9806791
2000-02-22,28.276070,28.987913,27.633430,27.781733,9.931563,18251784
2000-02-23,28.028900,28.533125,27.860826,28.058561,10.030529,21328592
2000-02-24,28.473804,29.610779,28.414482,28.800066,10.295606,17394443
2000-02-25,29.215309,29.541571,29.037348,29.432817,10.521803,12404587
2000-02-28,29.264744,29.541571,28.869272,29.017574,10.373363,10612611
2000-02-29,29.215309,29.709646,28.819839,29.511911,10.550077,12789557
2000-03-01,29.788740,30.401716,29.413044,29.561344,10.567750,13184409
