Date,Open,High,Low,Close,Adj Close,Volume
2015-05-07,13.670315,13.833372,13.220807,13.582176,13.275059,81627900
2015-05-08,13.837778,13.837778,13.326574,13.441154,13.137222,13014213
2015-05-11,13.405899,13.529293,13.220807,13.220807,12.921858,8115025
2015-05-12,13.247249,13.326574,13.220807,13.308946,13.008003,33969957
2015-05-13,13.317760,13.789302,13.317760,13.661501,13.352588,15577799
2015-05-14,13.749640,14.058125,13.582176,13.925917,13.611021,2815668
2015-05-15,14.058125,14.097788,13.427933,13.573362,13.266443,11508755
2015-05-18,13.705570,13.749640,13.397085,13.467596,13.163067,1069402
2015-05-19,13.617432,13.868627,13.529293,13.837778,13.524878,3089037
2015-05-20,13.837778,13.925917,13.683536,13.881848,13.567950,2135358
2015-05-21,13.987614,14.040498,13.754047,13.811337,13.499037,1723542
2015-05-22,13.965580,13.978800,13.467596,13.467596,13.163067,2975143
2015-05-25,13.485224,13.489631,13.264877,13.397085,13.094151,636729
2015-05-26,13.480817,13.480817,13.220807,13.220807,12.921858,1843335
2015-05-27,13.269284,13.608618,13.242842,13.441154,13.137222,3691836
2015-05-28,13.441154,13.546921,13.335388,13.441154,13.137222,597064
2015-05-29,13.441154,13.577769,13.397085,13.520479,13.214755,2482193
2015-06-01,13.661501,13.965580,13.458782,13.925917,13.611021,835032
2015-06-02,13.952359,14.322541,13.837778,14.190333,13.869462,1286069
2015-06-03,14.269658,14.631027,14.269658,14.613399,14.282961,3226182
2015-06-04,14.608992,14.701538,14.428308,14.569330,14.239889,1519134
2015-06-05,14.375425,14.520854,13.890662,14.102195,13.783314,2097274
2015-06-08,14.260844,14.260844,13.573362,13.978800,13.662712,870283
2015-06-09,14.102195,14.102195,13.635059,13.674722,13.365509,560820
2015-06-10,13.617432,14.049311,13.617432,13.793709,13.481806,8330511
2015-06-11,14.093381,14.093381,13.573362,13.696757,13.387048,400227
2015-06-12,13.590990,13.789302,13.405899,13.454375,13.150143,2059948
2015-06-15,13.529293,14.093381,13.467596,13.674722,13.365509,12058252
2015-06-16,13.749640,13.749640,13.405899,13.441154,13.137222,646866
2015-06-17,13.564548,13.564548,13.308946,13.308946,13.008003,6884128
2015-06-18,13.313353,13.516072,13.308946,13.480817,13.175987,1040902
2015-06-19,13.608618,13.850999,13.436747,13.661501,13.352588,179768
2015-06-22,13.820151,13.974394,13.551328,13.555735,13.249212,4265617
2015-06-23,13.560142,13.661501,13.441154,13.494037,13.188909,322082
2015-06-24,13.502851,13.529293,13.308946,13.308946,13.008003,1120628
2015-06-25,13.286911,13.432340,13.256063,13.308946,13.008003,3007264
2015-06-26,13.379457,13.599804,13.308946,13.599804,13.292285,1948119
2015-06-29,13.000461,13.370643,12.806555,13.264877,12.964931,968270
2015-06-30,13.286911,13.564548,13.119448,13.375050,13.072614,4543423
2015-07-01,13.498444,13.921510,13.397085,13.793709,13.481806,4533284
2015-07-02,13.925917,13.925917,13.308946,13.308946,13.008003,6600081
