"Date","Price","Open","High","Low","Change %"
"Sep 23, 2020","19.334","19.334","19.334","19.334","-0.70%"
"Sep 22, 2020","19.471","19.471","19.471","19.471","-1.41%"
"Sep 21, 2020","19.750","19.750","19.750","19.750","-3.50%"
"Sep 18, 2020","20.467","20.467","20.467","20.467","0.48%"
"Sep 17, 2020","20.369","20.369","20.369","20.369","-0.79%"
"Sep 16, 2020","20.531","20.531","20.531","20.531","0.18%"
"Sep 15, 2020","20.495","20.495","20.495","20.495","2.30%"
"Sep 11, 2020","20.035","20.035","20.035","20.035","0.12%"
"Sep 10, 2020","20.010","20.010","20.010","20.010","0.92%"
"Sep 09, 2020","19.827","19.827","19.827","19.827","-0.98%"
"Sep 08, 2020","20.024","20.024","20.024","20.024","-1.14%"
"Sep 07, 2020","20.255","20.255","20.255","20.255","-0.55%"
"Sep 04, 2020","20.367","20.367","20.367","20.367","-1.89%"
"Sep 03, 2020","20.759","20.759","20.759","20.759","-0.59%"
"Sep 02, 2020","20.883","20.883","20.883","20.883","0.64%"
"Sep 01, 2020","20.751","20.751","20.751","20.751","1.06%"
"Aug 31, 2020","20.534","20.534","20.534","20.534","-2.46%"
"Aug 25, 2020","21.052","21.052","21.052","21.052","0.92%"
"Aug 21, 2020","20.861","20.861","20.861","20.861","0.95%"
"Aug 20, 2020","20.664","20.664","20.664","20.664","0.13%"
"Aug 19, 2020","20.637","20.637","20.637","20.637","0.97%"
"Aug 18, 2020","20.438","20.438","20.438","20.438","1.27%"
"Aug 17, 2020","20.181","20.181","20.181","20.181","0.92%"
"Aug 14, 2020","19.998","19.998","19.998","19.998","-0.57%"
"Aug 13, 2020","20.112","20.112","20.112","20.112","1.12%"
"Aug 12, 2020","19.890","19.890","19.890","19.890","-0.19%"
"Aug 11, 2020","19.928","19.928","19.928","19.928","0.54%"
"Aug 10, 2020","19.820","19.820","19.820","19.820","0.72%"
"Aug 07, 2020","19.678","19.678","19.678","19.678","0.49%"
"Aug 06, 2020","19.583","19.583","19.583","19.583","0.60%"
"Aug 05, 2020","19.466","19.466","19.466","19.466","0.47%"
"Aug 04, 2020","19.374","19.374","19.374","19.374","0.99%"
"Aug 03, 2020","19.185","19.185","19.185","19.185","-0.56%"
"Jul 31, 2020","19.294","19.294","19.294","19.294","0.06%"
"Jul 30, 2020","19.282","19.282","19.282","19.282","-1.43%"
"Jul 29, 2020","19.562","19.562","19.562","19.562","-0.26%"
"Jul 28, 2020","19.613","19.613","19.613","19.613","0.53%"
"Jul 27, 2020","19.510","19.510","19.510","19.510","-1.17%"
"Jul 24, 2020","19.740","19.740","19.740","19.740","-0.91%"
"Jul 23, 2020","19.922","19.922","19.922","19.922","0.81%"
"Jul 22, 2020","19.761","19.761","19.761","19.761","0.37%"
"Jul 21, 2020","19.689","19.689","19.689","19.689","0.78%"
"Jul 20, 2020","19.536","19.536","19.536","19.536","0.80%"
"Jul 17, 2020","19.380","19.380","19.380","19.380","1.30%"
"Jul 16, 2020","19.131","19.131","19.131","19.131","0.25%"
"Jul 15, 2020","19.083","19.083","19.083","19.083","-0.72%"
"Jul 14, 2020","19.221","19.221","19.221","19.221","-1.31%"
