"Date","Price","Open","High","Low","Change %"
"Jun 28, 2019","89.090","89.090","89.090","89.090","0.06%"
"Jun 27, 2019","89.040","89.040","89.040","89.040","0.29%"
"Jun 26, 2019","88.780","88.780","88.780","88.780","0.51%"
"Jun 25, 2019","88.330","88.330","88.330","88.330","0.55%"
"Jun 24, 2019","87.850","87.850","87.850","87.850","-0.13%"
"Jun 21, 2019","87.960","87.960","87.960","87.960","-0.50%"
"Jun 20, 2019","88.400","88.400","88.400","88.400","1.25%"
"Jun 19, 2019","87.310","87.310","87.310","87.310","-0.09%"
"Jun 18, 2019","87.390","87.390","87.390","87.390","0.00%"
"Jun 17, 2019","87.390","87.390","87.390","87.390","-1.18%"
"Jun 14, 2019","88.430","88.430","88.430","88.430","-1.00%"
"Jun 13, 2019","89.320","89.320","89.320","89.320","-0.07%"
"Jun 12, 2019","89.380","89.380","89.380","89.380","-0.56%"
"Jun 11, 2019","89.880","89.880","89.880","89.880","0.19%"
"Jun 10, 2019","89.710","89.710","89.710","89.710","0.32%"
"Jun 07, 2019","89.420","89.420","89.420","89.420","0.36%"
"Jun 06, 2019","89.100","89.100","89.100","89.100","-1.23%"
"Jun 04, 2019","90.210","90.210","90.210","90.210","-0.27%"
"Jun 03, 2019","90.450","90.450","90.450","90.450","1.27%"
"May 31, 2019","89.320","89.320","89.320","89.320","0.03%"
"May 30, 2019","89.290","89.290","89.290","89.290","0.51%"
"May 29, 2019","88.840","88.840","88.840","88.840","-0.46%"
"May 28, 2019","89.250","89.250","89.250","89.250","-0.13%"
"May 27, 2019","89.370","89.370","89.370","89.370","0.96%"
"May 24, 2019","88.520","88.520","88.520","88.520","1.57%"
"May 23, 2019","87.150","87.150","87.150","87.150","-0.65%"
"May 22, 2019","87.720","87.720","87.720","87.720","0.22%"
"May 21, 2019","87.530","87.530","87.530","87.530","-0.65%"
"May 20, 2019","88.100","88.100","88.100","88.100","2.88%"
"May 17, 2019","85.630","85.630","85.630","85.630","1.76%"
"May 16, 2019","84.150","84.150","84.150","84.150","0.38%"
"May 15, 2019","83.830","83.830","83.830","83.830","-0.45%"
"May 14, 2019","84.210","84.210","84.210","84.210","0.41%"
"May 13, 2019","83.870","83.870","83.870","83.870","-1.28%"
"May 10, 2019","84.960","84.960","84.960","84.960","0.17%"
"May 09, 2019","84.820","84.820","84.820","84.820","0.01%"
"May 08, 2019","84.810","84.810","84.810","84.810","-0.85%"
"May 07, 2019","85.540","85.540","85.540","85.540","-0.55%"
"May 06, 2019","86.010","86.010","86.010","86.010","-0.93%"
"May 03, 2019","86.820","86.820","86.820","86.820","0.01%"
"May 02, 2019","86.810","86.810","86.810","86.810","-0.50%"
"Apr 30, 2019","87.250","87.250","87.250","87.250","-0.14%"
"Apr 26, 2019","87.370","87.370","87.370","87.370","0.26%"
"Apr 25, 2019","87.140","87.140","87.140","87.140","-0.42%"
"Apr 24, 2019","87.510","87.510","87.510","87.510","0.63%"
"Apr 23, 2019","86.960","86.960","86.960","86.960","-0.17%"
"Apr 22, 2019","87.110","87.110","87.110","87.110","-1.13%"
"Apr 18, 2019","88.110","88.110","88.110","88.110","-0.58%"
"Apr 16, 2019","88.620","88.620","88.620","88.620","0.99%"
"Apr 15, 2019","87.750","87.750","87.750","87.750","0.16%"
"Apr 12, 2019","87.610","87.610","87.610","87.610","0.41%"
"Apr 11, 2019","87.250","87.250","87.250","87.250","0.30%"
"Apr 10, 2019","86.990","86.990","86.990","86.990","-0.47%"
"Apr 09, 2019","87.400","87.400","87.400","87.400","0.17%"
"Apr 08, 2019","87.250","87.250","87.250","87.250","-0.64%"
"Apr 05, 2019","87.810","87.810","87.810","87.810","0.34%"
"Apr 04, 2019","87.510","87.510","87.510","87.510","0.03%"
"Apr 03, 2019","87.480","87.480","87.480","87.480","-0.28%"
"Apr 02, 2019","87.730","87.730","87.730","87.730","-0.06%"
"Apr 01, 2019","87.780","87.780","87.780","87.780","0.18%"
"Mar 29, 2019","87.620","87.620","87.620","87.620","0.60%"
"Mar 28, 2019","87.100","87.100","87.100","87.100","0.81%"
"Mar 27, 2019","86.400","86.400","86.400","86.400","0.23%"
"Mar 26, 2019","86.200","86.200","86.200","86.200","0.97%"
"Mar 25, 2019","85.370","85.370","85.370","85.370","-1.00%"
"Mar 22, 2019","86.230","86.230","86.230","86.230","-0.47%"
"Mar 20, 2019","86.640","86.640","86.640","86.640","-0.26%"
"Mar 19, 2019","86.870","86.870","86.870","86.870","0.35%"
"Mar 18, 2019","86.570","86.570","86.570","86.570","0.29%"
"Mar 15, 2019","86.320","86.320","86.320","86.320","0.07%"
"Mar 14, 2019","86.260","86.260","86.260","86.260","0.17%"
"Mar 13, 2019","86.110","86.110","86.110","86.110","-0.12%"
"Mar 12, 2019","86.210","86.210","86.210","86.210","0.98%"
"Mar 11, 2019","85.370","85.370","85.370","85.370","1.39%"
"Mar 08, 2019","84.200","84.200","84.200","84.200","-0.01%"
"Mar 07, 2019","84.210","84.210","84.210","84.210","-0.08%"
"Mar 06, 2019","84.280","84.280","84.280","84.280","0.58%"
"Mar 05, 2019","83.790","83.790","83.790","83.790","1.55%"
"Mar 01, 2019","82.510","82.510","82.510","82.510","0.82%"
"Feb 28, 2019","81.840","81.840","81.840","81.840","0.11%"
"Feb 27, 2019","81.750","81.750","81.750","81.750","0.09%"
"Feb 26, 2019","81.680","81.680","81.680","81.680","-0.40%"
"Feb 25, 2019","82.010","82.010","82.010","82.010","0.53%"
"Feb 22, 2019","81.580","81.580","81.580","81.580","0.06%"
"Feb 21, 2019","81.530","81.530","81.530","81.530","0.80%"
"Feb 20, 2019","80.880","80.880","80.880","80.880","0.76%"
"Feb 19, 2019","80.270","80.270","80.270","80.270","0.21%"
"Feb 18, 2019","80.100","80.100","80.100","80.100","-0.76%"
"Feb 15, 2019","80.710","80.710","80.710","80.710","-1.10%"
"Feb 14, 2019","81.610","81.610","81.610","81.610","-0.10%"
"Feb 13, 2019","81.690","81.690","81.690","81.690","-0.37%"
"Feb 12, 2019","81.990","81.990","81.990","81.990","-0.49%"
"Feb 11, 2019","82.390","82.390","82.390","82.390","-1.01%"
"Feb 08, 2019","83.230","83.230","83.230","83.230","-1.14%"
"Feb 07, 2019","84.190","84.190","84.190","84.190","0.51%"
"Feb 06, 2019","83.760","83.760","83.760","83.760","0.40%"
"Feb 05, 2019","83.430","83.430","83.430","83.430","-0.14%"
"Feb 04, 2019","83.550","83.550","83.550","83.550","-0.26%"
"Feb 01, 2019","83.770","83.770","83.770","83.770","0.82%"
"Jan 31, 2019","83.090","83.090","83.090","83.090","0.67%"
"Jan 30, 2019","82.540","82.540","82.540","82.540","0.45%"
"Jan 29, 2019","82.170","82.170","82.170","82.170","0.15%"
"Jan 28, 2019","82.050","82.050","82.050","82.050","-1.10%"
"Jan 25, 2019","82.960","82.960","82.960","82.960","-1.18%"
"Jan 24, 2019","83.950","83.950","83.950","83.950","-0.12%"
"Jan 23, 2019","84.050","84.050","84.050","84.050","-0.70%"
"Jan 22, 2019","84.640","84.640","84.640","84.640","-0.18%"
"Jan 21, 2019","84.790","84.790","84.790","84.790","0.05%"
"Jan 18, 2019","84.750","84.750","84.750","84.750","-0.42%"
"Jan 17, 2019","85.110","85.110","85.110","85.110","-0.01%"
"Jan 16, 2019","85.120","85.120","85.120","85.120","-0.20%"
"Jan 15, 2019","85.290","85.290","85.290","85.290","0.59%"
"Jan 14, 2019","84.790","84.790","84.790","84.790","-0.34%"
"Jan 11, 2019","85.080","85.080","85.080","85.080","-0.04%"
"Jan 10, 2019","85.110","85.110","85.110","85.110","0.11%"
"Jan 09, 2019","85.020","85.020","85.020","85.020","0.47%"
"Jan 08, 2019","84.620","84.620","84.620","84.620","0.36%"
"Jan 07, 2019","84.320","84.320","84.320","84.320","0.31%"
"Jan 04, 2019","84.060","84.060","84.060","84.060","0.27%"
"Jan 03, 2019","83.830","83.830","83.830","83.830","-0.43%"
"Jan 02, 2019","84.190","84.190","84.190","84.190","-0.89%"
"Jan 01, 2019","84.950","84.950","84.950","84.950","0.12%"
"Dec 31, 2018","84.850","84.850","84.850","84.850","0.14%"
"Dec 28, 2018","84.730","84.730","84.730","84.730","0.99%"
"Dec 27, 2018","83.900","83.900","83.900","83.900","0.35%"
"Dec 26, 2018","83.610","83.610","83.610","83.610","0.29%"
"Dec 24, 2018","83.370","83.370","83.370","83.370","-0.96%"
"Dec 21, 2018","84.180","84.180","84.180","84.180","-1.45%"
"Dec 20, 2018","85.420","85.420","85.420","85.420","-0.28%"
"Dec 19, 2018","85.660","85.660","85.660","85.660","1.09%"
"Dec 18, 2018","84.740","84.740","84.740","84.740","0.39%"
"Dec 17, 2018","84.410","84.410","84.410","84.410","0.55%"
"Dec 14, 2018","83.950","83.950","83.950","83.950","0.17%"
"Dec 13, 2018","83.810","83.810","83.810","83.810","0.49%"
"Dec 12, 2018","83.400","83.400","83.400","83.400","2.14%"
"Dec 11, 2018","81.650","81.650","81.650","81.650","1.09%"
