"Date","Price","Open","High","Low","Change %"
"Dec 03, 2019","2,100.354","2,100.354","2,100.354","2,100.354","0.02%"
"Dec 02, 2019","2,100.004","2,100.004","2,100.004","2,100.004","0.04%"
"Nov 29, 2019","2,099.177","2,099.177","2,099.177","2,099.177","0.02%"
"Nov 28, 2019","2,098.735","2,098.735","2,098.735","2,098.735","0.01%"
"Nov 27, 2019","2,098.488","2,098.488","2,098.488","2,098.488","0.02%"
"Nov 26, 2019","2,098.124","2,098.124","2,098.124","2,098.124","0.01%"
"Nov 25, 2019","2,097.909","2,097.909","2,097.909","2,097.909","0.04%"
"Nov 22, 2019","2,097.037","2,097.037","2,097.037","2,097.037","0.01%"
"Nov 21, 2019","2,096.747","2,096.747","2,096.747","2,096.747","0.01%"
"Nov 20, 2019","2,096.542","2,096.542","2,096.542","2,096.542","0.02%"
"Nov 19, 2019","2,096.046","2,096.046","2,096.046","2,096.046","0.02%"
"Nov 18, 2019","2,095.653","2,095.653","2,095.653","2,095.653","0.04%"
"Nov 15, 2019","2,094.890","2,094.890","2,094.890","2,094.890","0.02%"
"Nov 14, 2019","2,094.445","2,094.445","2,094.445","2,094.445","0.01%"
"Nov 13, 2019","2,094.285","2,094.285","2,094.285","2,094.285","0.03%"
"Nov 11, 2019","2,093.605","2,093.605","2,093.605","2,093.605","0.04%"
